;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;455;770;504;786;778.0;;1;[];[];0.0;0.0;0;;;522.4339976447353;;;
1;1;is;513;770;526;786;778.0;0.0;1;[];[];0.0;0.0;0;;;500.45390670482703;;;
2;2;the;533;770;562;786;778.0;0.0;1;[np.float64(181.0)];[np.float64(34.204016266727905)];202.0;202.0;1;2.0876;2.3903;464.49055135086354;2.24;202.0;202.0
3;3;purpose;571;774;646;790;782.0;4.0;1;[np.float64(180.0)];[np.float64(29.195231437683105)];200.0;200.0;1;2.1048;;380.85250715511717;;200.0;402.0
4;4;of;654;770;672;786;778.0;4.0;1;[np.float64(182.0), np.float64(198.0)];[np.float64(24.318711280822754), np.float64(60.904876947402954)];400.0;133.0;2;2.1076;2.282;354.64859579526245;2.19;200.0;133.0
5;5;the;679;770;708;786;778.0;0.0;1;[];[];0.0;0.0;0;;;318.7239966768378;;;
6;6;Om;716;770;748;786;778.0;0.0;1;[np.float64(179.0), np.float64(183.0)];[np.float64(33.304832458496094), np.float64(28.263237380981423)];266.0;100.0;2;2.0569;;278.83058777288784;;133.0;801.0
7;7;chanting;757;770;836;790;780.0;2.0;1;[np.float64(184.0)];[np.float64(28.253275871276855)];200.0;200.0;1;2.0366;;191.22191308014868;;200.0;200.0
8;8;mentioned;845;770;943;786;778.0;2.0;1;[np.float64(185.0), np.float64(188.0)];[np.float64(23.950265884399414), np.float64(29.860970497131348)];508.0;300.0;2;2.0292;;85.78380354615555;;254.0;300.0
9;9;in;953;770;966;786;778.0;0.0;1;[];[];0.0;0.0;0;;;63.802269218365524;;;
10;10;the;975;770;1004;786;778.0;0.0;1;[];[];0.0;0.0;0;;;30.921912077426924;;;
11;11;image?;1013;770;1080;790;780.0;2.0;1;[np.float64(186.0), np.float64(187.0), np.float64(199.0)];[np.float64(28.25288963317871), np.float64(35.216512953911916), np.float64(21.748451232910156)];312.0;104.0;3;2.0994;;21.748451232910156;;104.0;787.0
