;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;Can;345;757;382;772;764.5;;1;[np.float64(536.0)];[np.float64(25.880969631655134)];234.0;234.0;1;2.0954;2.1459;405.45609680556845;2.12;234.0;234.0
1;1;you;390;761;422;776;768.5;4.0;1;[];[];0.0;0.0;0;;;365.76373249196854;;;
2;2;spot;431;757;470;776;766.5;2.0;1;[np.float64(511.0), np.float64(535.0), np.float64(537.0)];[np.float64(23.4617280960083), np.float64(41.54847717285156), np.float64(30.029329622772504)];267.0;100.0;3;2.0767;2.1208;317.60386545855704;2.1;89.0;100.0
3;3;the;478;757;507;772;764.5;2.0;1;[np.float64(548.0)];[np.float64(25.545971870422363)];234.0;234.0;1;2.1639;2.2317;280.6936416579817;2.2;234.0;234.0
4;4;purple;516;757;573;776;766.5;2.0;1;[np.float64(512.0)];[np.float64(15.743145942687988)];74.0;74.0;1;1.9903;2.15;214.93044725044768;2.07;74.0;74.0
5;5;umbrella;582;757;662;772;764.5;2.0;1;[np.float64(513.0), np.float64(549.0)];[np.float64(27.243544491854664), np.float64(47.80426953778708)];493.0;360.0;2;2.0555;;126.64051589018224;;246.5;360.0
6;6;near;671;761;713;772;766.5;2.0;1;[np.float64(550.0)];[np.float64(21.02088165283203)];100.0;100.0;1;2.0436;2.1464;77.96780072092375;2.09;100.0;100.0
7;7;the;720;757;748;772;764.5;2.0;1;[np.float64(514.0), np.float64(524.0), np.float64(554.0)];[np.float64(34.93956782452968), np.float64(7.875467300415039), np.float64(24.960692405700684)];508.0;200.0;3;1.9602;;44.125738496433314;;169.3333;200.0
8;8;green;757;761;810;776;768.5;4.0;1;[np.float64(515.0), np.float64(523.0), np.float64(551.0), np.float64(565.0), np.float64(566.0), np.float64(567.0)];[np.float64(30.854186058044434), np.float64(10.96374797821045), np.float64(32.46203346252446), np.float64(36.09098243713379), np.float64(48.595370054244995), np.float64(24.78673498971125)];1014.0;279.0;6;2.0238;;24.78673498971125;;169.0;279.0
9;9;leaves?;819;757;890;772;764.5;4.0;1;[np.float64(516.0), np.float64(552.0), np.float64(553.0)];[np.float64(30.21566257476809), np.float64(24.233200073242188), np.float64(23.370524406433105)];570.0;336.0;3;1.972;;38.223401825716365;;190.0;336.0
10;10;It;899;757;910;772;764.5;0.0;1;[];[];0.0;0.0;0;;;113.98843724954943;;;
11;11;appears;918;761;994;776;768.5;4.0;1;[np.float64(517.0), np.float64(518.0)];[np.float64(33.00198402404783), np.float64(20.531500816345215)];367.0;167.0;2;1.9586;;133.40010254544384;;183.5;367.0
12;12;to;1001;757;1018;772;764.5;4.0;1;[];[];0.0;0.0;0;;;215.08391719375823;;;
13;13;be;1027;757;1048;772;764.5;0.0;1;[np.float64(520.0)];[np.float64(25.3951416015625)];400.0;400.0;1;1.9408;;240.9753108385532;;400.0;400.0
14;14;left;1057;757;1085;772;764.5;0.0;1;[np.float64(521.0), np.float64(564.0)];[np.float64(26.84746551513672), np.float64(44.0596706867218)];233.0;100.0;2;2.1215;;270.8758501620926;;116.5;100.0
15;15;behind;1093;757;1155;772;764.5;0.0;1;[np.float64(519.0), np.float64(522.0)];[np.float64(26.318339127760623), np.float64(22.206222534179688)];1035.0;866.0;2;2.0074;;306.7821329898392;;517.5;3813.0
16;16;by;1165;757;1185;776;766.5;2.0;1;[];[];0.0;0.0;0;;;378.64809383293255;;;
17;17;someone.;722;786;813;798;792.0;25.5;2;[];[];0.0;0.0;0;;;49.78673498971125;;;
