;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;378;425;415;440;432.5;;1;[];[];0.0;0.0;0;;;106.88756343296586;;;
1;1;man;423;429;462;440;434.5;2.0;1;[];[];0.0;0.0;0;;;59.88756343296586;;;
2;2;is;471;425;485;440;432.5;2.0;1;[np.float64(1113.0)];[np.float64(0.0)];108.0;108.0;1;2.1727;2.2364;36.88756343296586;2.2;108.0;108.0
3;3;performing;494;425;594;444;434.5;2.0;1;[np.float64(1121.0)];[np.float64(0.0)];467.0;467.0;1;2.1647;2.2554;0.0;2.21;467.0;467.0
4;4;a;599;421;608;448;434.5;0.0;1;[];[];0.0;0.0;0;;;77.11243656703414;;;
5;5;trick;621;425;660;440;432.5;2.0;1;[];[];0.0;0.0;0;;;99.11243656703414;;;
6;6;on;668;429;690;440;434.5;2.0;1;[];[];0.0;0.0;0;;;146.11243656703414;;;
7;7;his;699;425;725;440;432.5;2.0;1;[np.float64(1114.0)];[np.float64(3.9202346801757812)];108.0;108.0;1;2.158;2.2416;177.11243656703414;2.2;108.0;108.0
8;8;skateboard,;733;425;845;442;433.5;1.0;1;[np.float64(1115.0)];[np.float64(1.6832003593444824)];259.0;259.0;1;2.1541;;211.11243656703414;;259.0;259.0
9;9;jumping;852;425;927;444;434.5;1.0;1;[np.float64(1116.0), np.float64(1119.0)];[np.float64(7.411989688873291), np.float64(7.193009853363037)];300.0;100.0;2;2.0999;2.2343;330.11243656703414;2.17;150.0;100.0
10;10;in;936;425;950;440;432.5;2.0;1;[np.float64(1120.0)];[np.float64(12.50900823483093)];100.0;100.0;1;2.084;2.2402;414.11243656703414;2.16;100.0;567.0
11;11;the;958;425;987;440;432.5;0.0;1;[np.float64(1117.0)];[np.float64(6.98575363159182)];167.0;167.0;1;2.0842;2.1857;436.11243656703414;2.13;167.0;167.0
12;12;air;995;425;1019;440;432.5;0.0;1;[];[];0.0;0.0;0;;;473.11243656703414;;;
13;13;while;1025;425;1074;440;432.5;0.0;1;[np.float64(1118.0)];[np.float64(6.379178285598812)];400.0;400.0;1;2.0997;2.2062;503.11243656703414;2.15;400.0;1167.0
14;14;riding;1082;425;1133;444;434.5;2.0;1;[];[];0.0;0.0;0;;;560.1124365670341;;;
15;15;it.;1142;425;1156;440;432.5;2.0;1;[];[];0.0;0.0;0;;;620.1124365670341;;;
