;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
2977;2978;372.8633308410644;314.682079911232;134.0;2.2109909057617188;2.181396484375;;;
2978;2979;318.0334447224934;263.81122970581055;300.0;2.174923366970486;2.1450636121961804;image;1.0;65.81122970581055
2979;2980;381.1825515747071;249.3872941017151;167.0;2.156243896484375;2.077020263671875;shows;2.0;55.3872941017151
2980;2981;446.4444694519043;253.1289782524109;75.0;2.1262130737304688;2.096641540527344;a;3.0;59.17948546646357
2981;2982;600.9006843566895;261.6868879795074;125.0;2.1505889892578125;2.108020782470703;arrangement;5.0;63.68688797950739
2982;2983;645.9744071960449;253.844741821289;75.0;2.215805053710937;2.122505187988281;on;6.0;59.844741821289006
2983;2984;770.1826210021973;253.50415492057795;192.0;2.2485275268554688;2.1628214518229165;patterned;8.0;55.504154920577946
2984;2985;864.0021514892578;242.67564368247986;75.0;2.304649353027344;2.1801071166992188;surface.;10.0;48.67564368247986
2985;2986;993.7164825439454;247.5407953262329;166.0;2.25789794921875;2.123883056640625;center;13.0;53.54154598359531
2986;2987;1101.9860504150392;220.06476266384124;333.0;2.1904876708984373;2.0646286010742188;white,;16.0;23.064762663841236
2987;2988;1062.902536010742;222.93087916374202;167.0;2.1556732177734377;2.06331787109375;is;14.0;28.93087916374202
2988;2989;1182.8316116333008;231.36817359924314;208.0;2.2023595174153647;2.0596110026041665;round;17.0;37.368173599243136
2989;2990;269.20836210250843;313.06814700365067;267.0;2.2186203002929688;2.13491439819336;be;38.0;28.931852996349335
2990;2991;385.3210105895996;328.4921336174011;108.0;2.1878662109375;2.1404927571614585;of;41.0;13.999907760124103
2991;2992;533.7890327453613;332.994878911972;333.0;2.215362548828125;2.1612335205078126;food;44.0;9.005121088027977
2992;2993;605.1371238014915;326.76168081977147;367.0;2.2007793079723013;2.103972001509233;items;45.0;15.23831918022853
2993;2994;539.6912073407855;336.1989845548357;467.0;2.2068579537527904;2.152590070452009;food;44.0;5.801015445164296
2994;2995;501.30076217651356;333.38844180107117;200.0;2.188196818033854;2.173202514648437;The;43.0;8.611558198928833
2995;2996;545.6555480957031;330.34106397628784;100.0;2.19525146484375;2.1489410400390625;food;44.0;11.658936023712158
2996;2997;722.3480644226073;321.83758807182306;400.0;2.190347035725912;2.139794667561849;what;47.0;20.162411928176937
2997;2998;695.8260040283202;321.28781400408064;225.0;2.2129385811941966;2.1431993756975447;include;46.0;20.712185995919356
2998;2999;838.0082550048828;317.62860488891596;308.0;2.2709181043836804;2.1655697292751737;appears;48.0;28.37139511108404
2999;3000;663.6694777352469;326.8331300190517;458.0;2.222761971609933;2.1502554757254466;include;46.0;15.16686998094832
3000;3001;887.2021571568081;314.1253255094801;459.0;2.273311070033482;2.1416843959263394;be;50.0;27.874674490519908
3001;3002;1052.1678278996394;310.22507275067835;433.0;2.206365732046274;2.085023146409255;neatly;53.0;31.77492724932165
3002;3003;1205.6052856445312;285.36286067962646;100.0;;2.090291341145833;on;55.0;60.637139320373535
3003;3004;284.72350025176996;416.79579198360443;392.0;2.165935516357422;2.1579106648763022;side;57.0;8.204208016395569
3004;3005;412.5509948730469;399.3081400394439;200.0;2.11590321858724;2.097236633300781;plate,;60.0;25.691859960556087
3005;3006;459.2249870300292;400.4396202564239;200.0;2.0911127726236978;2.0704345703125;and;61.0;24.560379743576107
3006;3007;507.70565032958973;402.75922679901123;108.0;2.099329630533854;2.0935465494791665;orange;62.0;26.24077320098877
3007;3008;607.0565071105957;396.9318788051605;67.0;2.160995483398437;2.16827392578125;wedges;63.0;28.068121194839478
3008;3009;649.494981765747;400.11191546916956;134.0;2.19927978515625;2.1654624938964844;with;64.0;24.88808453083044
3009;3010;792.1872940063477;388.87575244903564;200.0;2.1812947591145835;2.1231587727864585;the;67.0;36.124247550964355
3010;3011;854.2210693359375;388.2103521823883;200.0;2.19451904296875;2.0910059611002603;still;69.0;36.789647817611694
3011;3012;985.633186340332;387.9172135591507;267.0;2.1866607666015625;2.086631774902344;placed;71.0;37.10796720109971
3012;3013;1083.9548835754395;374.2260675430297;142.0;2.1542282104492188;2.06289291381836;the;73.0;50.865164417153984
3013;3014;311.1476640701293;476.3933250904083;125.0;2.1697349548339844;2.141681671142578;Additionally,;76.0;29.606674909591675
3014;3015;266.5324058532715;481.92354011535645;667.0;2.093342590332031;2.141178131103516;Additionally,;76.0;24.202581297246358
3015;3016;454.8151679992675;491.2441040039063;334.0;2.0532196044921878;2.097276306152344;are;78.0;18.755895996093727
3016;3017;523.7809581756592;486.18511748313904;133.0;2.0918540954589844;2.1277732849121094;orange-colored;79.0;19.814882516860962
3017;3018;566.5776929855346;471.5208156108856;266.0;2.062267303466797;2.097009658813477;orange-colored;79.0;34.47918438911438
3018;3019;718.0152893066406;464.02711200714117;200.0;2.0891520182291665;2.089141845703125;crackers,;80.0;41.97288799285883
3019;3020;766.1330909729004;456.2580506801605;133.0;2.1277262369791665;2.077930450439453;contributing;81.0;49.74194931983948
3020;3021;808.9601440429688;461.5031661987304;108.0;2.137456258138021;2.098719278971354;contributing;81.0;44.49683380126959
3021;3022;970.08837890625;450.1515619754791;67.0;2.2137527465820312;2.0930099487304688;theme,;85.0;55.848438024520874
3022;3023;1104.100361415318;463.1255452292306;233.0;2.2579236711774557;2.105989728655134;whole,;88.0;42.874454770769376
3023;3024;1203.1117401123047;453.4982142448425;100.0;2.196614583333333;2.0694732666015625;unpeeled;89.0;52.50178575515753
3024;3025;1268.282470703125;458.2730612754822;100.0;2.1779327392578125;2.064325968424479;unpeeled;89.0;48.44027251122771
3025;3026;385.74667739868164;567.1474335193634;134.0;2.1071090698242188;2.1287155151367188;beside;92.0;20.852566480636597
3026;3027;312.81084333147305;567.3821623665946;234.0;2.1087777273995534;2.114264351981027;carrot;90.0;21.61783763340543
3027;3028;275.33650588989246;571.5598497390747;67.0;2.113632202148437;2.0863571166992188;carrot;90.0;17.440150260925293
3028;3029;497.24218368530273;554.0499901771545;66.0;2.04705810546875;1.9602584838867188;other;94.0;33.95000982284546
3029;3030;279.1425247192383;558.8272662162781;66.0;2.0387954711914062;2.085540771484375;carrot;90.0;30.172733783721924
3030;3031;459.5424652099609;571.8636903762817;200.0;2.0391362508138022;2.1809005737304688;the;93.0;16.13630962371826
3031;3032;594.5599822998047;554.1294651031494;67.0;;2.037628173828125;items;95.0;33.96714064465961
3032;3033;732.6273040771484;559.8288116455078;100.0;2.067108154296875;2.0892537434895835;The;99.0;28.171188354492188
3033;3034;776.0729026794434;497.01081132888794;133.0;2.078989664713541;2.0680809020996094;background;100.0;90.98918867111206
3034;3035;931.1214904785156;550.718879699707;100.0;;2.1093292236328125;textile;101.0;37.28112030029297
3035;3036;1029.0868377685547;511.77935886383057;74.0;2.107452392578125;2.1000289916992188;floral;104.0;76.22064113616943
