;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
3472;3473;665.2708625793457;356.4761352539062;66.0;2.3701400756835938;2.256416320800781;;;
3473;3474;358.2815551757812;299.656210899353;67.0;2.389389038085937;2.2783966064453125;image;1.0;60.65621089935303
3474;3475;288.4124542236328;289.8720917701721;341.0;2.293208312988281;2.2271820068359376;skateboard.;17.0;12.12790822982788
3475;3476;365.7966659545897;306.02121906280513;326.0;2.292608642578125;2.2213180541992186;skateboard.;17.0;0.0
3476;3477;440.7169235229492;304.3768361091614;167.0;2.3306488037109374;2.273046875;skateboarder;19.0;0.0
3477;3478;488.610231399536;301.0486088991165;267.0;2.320775985717773;2.2668895721435547;skateboarder;19.0;0.9513911008834839
3478;3479;559.5742950439452;289.7452082633972;108.0;2.290033976236979;2.2125447591145835;is;20.0;12.254791736602783
3479;3480;607.1431045532225;294.2119553089142;200.0;2.281824747721354;2.2072423299153643;captured;21.0;7.788044691085815
3480;3481;694.3803405761718;270.6575574874878;75.0;2.185165405273437;2.2038497924804688;different;23.0;31.342442512512207
3481;3482;592.6607131958008;300.9131755828857;100.0;2.240341186523437;2.1644490559895835;captured;21.0;1.0868244171143147
3482;3483;485.7719421386719;311.64827942848206;67.0;2.29998779296875;2.19677734375;skateboarder;19.0;0.0
3483;3484;590.3692874908446;296.73787629604334;134.0;2.250701904296875;2.1611328125;captured;21.0;5.262123703956661
3484;3485;440.1576232910155;314.47917079925537;108.0;2.2573394775390625;2.213892618815104;skateboarder;19.0;0.0
3485;3486;1044.8482666015625;274.2935214042663;200.0;2.266448974609375;2.1853205362955728;tricks,;29.0;27.730406524191565
3486;3487;275.63709998130787;374.24303063750267;525.0;2.239556312561035;2.133650779724121;skills;32.0;8.75696936249733
3487;3488;470.0627784729004;373.24818563461304;200.0;2.104405721028646;2.1031951904296875;progression;35.0;9.751814365386963
3488;3489;543.4519991193499;369.78542007718767;234.0;2.120162963867187;2.100426810128348;the;37.0;13.214579922812334
3489;3490;642.4247360229491;368.72678947448725;300.0;2.1434699164496527;2.077880859375;In;39.0;14.273210525512752
3490;3491;563.7883949279785;380.20833563804626;400.0;2.1895904541015625;2.129052480061849;the;37.0;4.705882068235019
3491;3492;474.4468574523926;441.8498504161835;200.0;2.1784337361653647;2.138249715169271;visible;56.0;24.156483427822998
3492;3493;581.2816193524529;446.41018598219927;567.0;2.2108989042394303;2.1605996524586395;various;58.0;19.589814017800734
