;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
1787;1789;747.4400396347045;397.87434321641916;259.0;3.001483917236328;2.9866161346435542;;;
1788;1790;351.1070137023925;398.94517064094543;67.0;3.095077514648437;3.05230712890625;image;1.0;36.945170640945435
1789;1791;291.9974487304687;391.28726263046264;167.0;3.0377532958984377;2.9870635986328127;image;1.0;29.711433347955165
1790;1792;386.01798248291004;389.7735478878021;134.0;2.9834022521972656;2.9626617431640625;shows;2.0;31.773547887802124
1791;1793;477.5126541137695;389.587202167511;167.0;2.9682403564453126;2.9182098388671878;street;4.0;31.58720216751101
1792;1794;549.8380599975585;392.41581945419307;167.0;3.038421630859375;2.98448486328125;scene;5.0;34.41581945419307
1793;1795;647.0857910156251;391.1232298851013;167.0;3.122314453125;3.0525054931640625;traffic;7.0;33.123229885101296
1794;1796;735.8061389923096;389.0346872806549;133.0;3.08279037475586;3.0428466796875;signs;8.0;27.651140417003088
1795;1797;866.1598434448242;385.66184699535364;133.0;3.0271034240722656;2.9819107055664062;foreground,;11.0;23.661846995353642
1796;1798;965.6932830810547;381.0102045536041;200.0;2.975652058919271;2.951672871907552;there;13.0;23.010204553604126
1797;1799;1065.1068054199218;376.156866645813;166.0;2.9846588134765626;2.9288604736328123;visible;16.0;18.15686664581301
1798;1800;1186.8132019042969;370.9955688714981;133.0;2.9373435974121094;2.9227523803710938;purple;17.0;8.995568871498108
1799;1801;272.0822753906249;475.51513767242426;200.0;2.9976603190104165;2.896835327148437;near;19.0;35.51513767242426
1800;1802;395.0837707519531;476.4073605537414;200.0;2.9328028361002603;2.8875503540039062;green;21.0;32.4073605537414
1801;1803;332.46661949157703;478.97605097293854;267.0;2.902729034423828;2.8615036010742188;any;20.0;34.97605097293854
1802;1804;501.52527236938477;471.4833226203919;200.0;2.829523722330729;2.8055089314778647;It;23.0;31.483322620391903
1803;1805;614.2649002075195;470.40312194824213;200.0;2.8119913736979165;2.7774378458658853;be;26.0;30.40312194824213
1804;1806;788.8716837565104;469.21484184265137;300.0;2.7723931206597223;2.77668931749132;frame;30.0;29.236622264489714
1805;1807;909.1388346354166;459.5411424636841;300.0;2.770879109700521;2.751337687174479;picture;33.0;17.889867542690652
1806;1808;1020.1174621582031;455.13090362548826;166.0;2.792333984375;2.755596923828125;it;35.0;15.130903625488259
1807;1809;1163.2157821655273;454.4964509010315;200.0;2.787396748860677;2.7780583699544272;obscured;38.0;14.496450901031494
