;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;420;770;469;786;778.0;;1;[np.float64(1288.0)];[np.float64(3.9753832817077637)];200.0;200.0;1;2.9198;2.9398;596.3060540586316;2.93;200.0;200.0
1;1;could;477;770;526;786;778.0;0.0;1;[];[];0.0;0.0;0;;;539.3141378640939;;;
2;2;be;535;770;556;786;778.0;0.0;1;[];[];0.0;0.0;0;;;509.3191192083841;;;
3;3;a;565;774;575;786;780.0;2.0;1;[np.float64(1289.0)];[np.float64(4.400668144226074)];200.0;200.0;1;2.8925;2.948;490.4168079030295;2.92;200.0;200.0
4;4;reason;584;774;646;786;780.0;0.0;1;[];[];0.0;0.0;0;;;419.4485030959483;;;
5;5;the;655;770;684;786;778.0;2.0;1;[np.float64(1290.0)];[np.float64(10.546269226074173)];166.0;166.0;1;2.8293;2.9065;381.3491781293808;2.87;166.0;166.0
6;6;people;693;770;755;790;780.0;2.0;1;[];[];0.0;0.0;0;;;310.37654056901425;;;
7;7;in;764;770;778;786;778.0;2.0;1;[];[];0.0;0.0;0;;;287.38830314653114;;;
8;8;the;786;770;815;786;778.0;0.0;1;[np.float64(1291.0)];[np.float64(1.1256490707397688)];167.0;167.0;1;2.8561;2.9191;250.41175834576043;2.89;167.0;167.0
9;9;image;824;770;880;790;780.0;2.0;1;[np.float64(1292.0)];[np.float64(0.0)];100.0;100.0;1;2.8853;2.9337;185.47561784565545;2.91;100.0;100.0
10;10;are;888;774;917;786;780.0;0.0;1;[];[];0.0;0.0;0;;;148.84764234776569;;;
11;11;playing;926;770;991;790;780.0;0.0;1;[np.float64(1293.0)];[np.float64(0.0)];200.0;200.0;1;2.8602;2.9432;74.84143646635044;2.9;200.0;200.0
12;12;Wii;1000;770;1027;786;778.0;2.0;1;[np.float64(1294.0), np.float64(1296.0)];[np.float64(1.3050811290740967), np.float64(2.8817981719970476)];633.0;133.0;2;2.8573;2.9233;39.40446271277794;2.89;316.5;133.0
13;13;at;1036;771;1053;786;778.5;0.5;1;[];[];0.0;0.0;0;;;16.151628149182823;;;
14;14;work?;1060;770;1115;786;778.0;0.5;1;[np.float64(1295.0), np.float64(1297.0)];[np.float64(0.0), np.float64(9.550485610961914)];233.0;100.0;2;2.8191;2.9178;9.550485610961914;2.87;116.5;733.0
