;trial;discarted;calibrate;mean_distance;mean_distance_cal;mean_distance_10;mean_distance_cal_10;mean_distance_nr;fix_removed
0;26.1;False;False;25.51;89.19;;;;0
1;26.2;False;False;25.68;26.53;;;;0
2;3.2;False;False;19.77;32.01;;;;0
3;3.1;False;True;29.82;20.13;;;;0
4;2.2;False;False;9.26;60.61;;;;0
5;2.1;False;False;32.42;76.4;;;;0
6;14.2;False;True;27.56;13.69;;;;0
7;14.1;False;True;27.29;24.19;;;17.76;4
8;9.2;False;False;17.84;44.77;;;;0
9;9.1;False;False;21.64;40.49;;;;0
10;20.2;False;False;3.87;92.4;;;;0
11;20.1;False;True;42.72;24.42;;;;0
12;12.2;False;False;9.61;47.91;;;;0
13;12.1;False;False;5.12;109.54;;;;0
14;11.2;False;False;9.36;75.04;;;;0
15;11.1;False;True;18.4;11.0;;;;0
16;8.2;False;False;4.19;8.52;;;;0
17;8.1;False;False;7.31;21.14;;;;0
18;7.1;False;False;6.76;27.8;;;;0
19;7.2;False;False;9.82;31.51;;;;0
20;19.1;False;False;9.83;34.09;;;;0
21;19.2;False;False;5.3;106.88;;;;0
22;24.1;False;True;28.37;14.63;;;;0
23;24.2;False;True;24.66;14.85;;;;0
24;17.1;False;True;14.23;4.2;;;;0
25;17.2;False;True;35.5;23.9;;;;0
26;18.2;False;False;2.55;11.17;;;;0
27;18.1;False;False;4.39;19.51;;;;0
28;5.2;False;False;12.72;21.74;;;;0
29;5.1;False;False;35.05;43.27;;;;0
30;29.1;False;False;0.11;100.08;;;;0
31;29.2;False;False;4.64;42.24;;;;0
32;15.2;False;True;25.5;10.39;;;;0
33;15.1;False;True;12.49;11.11;;;;0
34;28.1;False;True;31.48;15.26;;;;0
35;28.2;False;False;27.91;104.12;;;;0
36;16.1;False;False;27.52;92.08;;;;0
37;16.2;False;False;30.92;32.42;;;;0
38;30.1;False;False;21.17;53.52;;;;0
39;30.2;False;True;39.02;33.79;;;;0
40;6.2;False;False;6.99;8.52;;;;0
41;6.1;False;False;6.85;24.04;;;;0
42;21.1;False;False;4.47;38.74;;;;0
43;21.2;False;True;26.9;21.34;;;;0
44;10.2;False;False;31.67;40.22;;;;0
45;10.1;False;True;30.95;21.05;;;;0
46;22.2;False;False;1.54;11.22;;;;0
47;22.1;False;False;17.39;36.34;;;;0
48;25.2;False;False;30.33;38.91;;;;0
49;25.1;False;False;34.78;53.09;;;;0
50;27.1;False;False;6.82;30.98;;;;0
51;27.2;False;False;11.59;17.69;;;;0
52;23.2;False;False;6.94;36.13;;;;0
53;23.1;False;False;9.09;19.08;;;;0
54;1.1;False;False;5.31;64.59;;;;0
55;1.2;False;True;24.28;18.78;;;;0
56;4.1;False;False;27.99;29.36;;;;0
57;4.2;False;False;12.68;27.59;;;;0
58;13.1;False;False;8.74;42.97;;;;0
59;13.2;False;False;15.54;32.35;;;;0
60;26.0;False;False;31.46;;;;;0
61;3.0;True;False;;;;;;0
62;2.0;False;False;28.07;69.2;;;;0
63;14.0;False;False;27.8;64.8;;;;0
64;9.0;False;False;22.46;88.73;;;;0
65;20.0;False;False;34.31;90.82;;;;0
66;12.0;False;True;31.12;4.56;;;;0
67;11.0;False;False;32.47;83.8;;;;0
68;8.0;False;True;25.67;0.0;;;;0
69;7.0;False;True;29.35;0.38;;;;0
70;19.0;False;True;41.67;16.34;;;;0
71;24.0;False;False;20.16;169.26;;;;0
72;17.0;False;True;39.95;7.67;;;;0
73;18.0;False;True;29.21;10.58;;;;0
74;5.0;False;True;30.15;13.12;;;;0
75;29.0;False;False;27.93;41.82;;;;0
76;15.0;False;True;34.64;4.97;;;;0
77;28.0;False;True;37.96;16.98;;;;0
78;16.0;False;False;40.86;52.92;;;;0
79;30.0;False;True;25.41;19.82;;;;0
80;6.0;False;True;30.14;4.78;;;;0
81;21.0;False;True;29.37;29.19;;;;0
82;10.0;False;False;29.39;42.77;;;;0
83;22.0;False;False;31.05;53.66;;;;0
84;25.0;False;True;29.36;0.44;;;;0
85;27.0;False;False;31.96;186.03;;;;0
86;23.0;False;True;36.06;22.03;;;;0
87;1.0;False;True;35.3;13.66;;;;0
88;4.0;False;True;27.71;3.25;;;;0
89;13.0;False;True;22.57;13.72;;;;0
