;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;Can;345;757;382;772;764.5;;1;[np.float64(4206.0)];[np.float64(4.592859649658294)];167.0;167.0;1;2.9713;3.2079;348.7737833518739;3.09;167.0;167.0
1;1;you;390;761;422;776;768.5;4.0;1;[np.float64(4207.0)];[np.float64(0.23874640464782715)];134.0;134.0;1;2.9517;3.15;308.652505149539;3.05;134.0;134.0
2;2;spot;431;757;470;776;766.5;2.0;1;[np.float64(4208.0)];[np.float64(0.0)];167.0;167.0;1;2.9204;3.1282;260.6840859461025;3.02;167.0;167.0
3;3;the;478;757;507;772;764.5;2.0;1;[np.float64(4209.0)];[np.float64(0.0)];233.0;233.0;1;2.901;3.0947;223.93727079625572;3.0;233.0;233.0
4;4;purple;516;757;573;776;766.5;2.0;1;[np.float64(4210.0)];[np.float64(0.0)];200.0;200.0;1;2.9492;3.1719;157.81668507222494;3.06;200.0;200.0
5;5;umbrella;582;757;662;772;764.5;2.0;1;[np.float64(4211.0)];[np.float64(0.0)];200.0;200.0;1;3.0207;3.2429;69.95563151965851;3.13;200.0;200.0
6;6;near;671;761;713;772;766.5;2.0;1;[np.float64(4212.0), np.float64(4227.0)];[np.float64(2.8558588894929926), np.float64(20.496629238128776)];500.0;367.0;2;2.9799;3.2801;22.577158699386583;3.13;250.0;367.0
7;7;the;720;757;748;772;764.5;2.0;1;[np.float64(4213.0), np.float64(4228.0)];[np.float64(2.8417154947916288), np.float64(16.178864730032046)];933.0;300.0;2;3.0227;3.2929;14.287849235534622;3.16;466.5;300.0
8;8;green;757;761;810;776;768.5;4.0;1;[];[];0.0;0.0;0;;;28.44463137364761;;;
9;9;leaves?;819;757;890;772;764.5;4.0;1;[np.float64(4214.0), np.float64(4221.0)];[np.float64(3.88861083984375), np.float64(0.0)];433.0;233.0;2;2.9583;3.2347;89.6646836816059;3.1;216.5;433.0
10;10;It;899;757;910;772;764.5;0.0;1;[];[];0.0;0.0;0;;;169.1236087910369;;;
11;11;appears;918;761;994;776;768.5;4.0;1;[np.float64(4222.0), np.float64(4223.0), np.float64(4229.0), np.float64(4231.0)];[np.float64(3.9651729481706623), np.float64(1.2807716369628679), np.float64(2.513058304101944), np.float64(0.5981344223022234)];800.0;233.0;4;3.0219;3.2606;187.80099613668176;3.14;200.0;399.0
12;12;to;1001;757;1018;772;764.5;4.0;1;[];[];0.0;0.0;0;;;270.8960510560274;;;
13;13;be;1027;757;1048;772;764.5;0.0;1;[np.float64(4232.0)];[np.float64(6.361146027210668)];333.0;333.0;1;2.9747;3.2249;296.8630295805689;3.1;333.0;333.0
14;14;left;1057;757;1085;772;764.5;0.0;1;[np.float64(4224.0), np.float64(4230.0)];[np.float64(11.979989051818734), np.float64(6.433947080888632)];467.0;200.0;2;3.0024;3.2369;326.83145222468517;3.12;233.5;200.0
15;15;behind;1093;757;1155;772;764.5;0.0;1;[np.float64(4225.0), np.float64(4226.0), np.float64(4233.0)];[np.float64(7.600606918334961), np.float64(2.8429346084594727), np.float64(2.2811967849730763)];800.0;200.0;3;3.0083;3.2246;362.80044922952925;3.12;266.6667;2567.0
16;16;by;1165;757;1185;776;766.5;2.0;1;[];[];0.0;0.0;0;;;434.6407697892215;;;
17;17;someone.;722;786;813;798;792.0;25.5;2;[np.float64(4234.0)];[np.float64(0.0)];167.0;167.0;1;2.7714;3.0978;0.0;2.93;167.0;167.0
