;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;467;770;516;786;778.0;;1;[np.float64(2468.0), np.float64(2473.0)];[np.float64(0.0), np.float64(47.15212005376816)];166.0;66.0;2;3.0653;3.3076;174.29587402343748;3.19;83.0;166.0
1;1;is;525;770;538;786;778.0;0.0;1;[np.float64(2486.0)];[np.float64(47.7021102309227)];133.0;133.0;1;2.9379;3.1832;152.29587402343748;3.06;133.0;133.0
2;2;the;545;770;574;786;778.0;0.0;1;[np.float64(2474.0)];[np.float64(0.0)];334.0;334.0;1;3.03;3.2906;116.29587402343748;3.16;334.0;334.0
3;3;title;582;770;615;786;778.0;0.0;1;[np.float64(2475.0), np.float64(2476.0)];[np.float64(0.0), np.float64(0.0)];2099.0;333.0;2;3.0309;3.284;75.29587402343748;3.16;1049.5;2099.0
4;4;and;623;770;657;786;778.0;0.0;1;[np.float64(2487.0)];[np.float64(4.339227616786957)];200.0;200.0;1;2.9858;3.2532;33.29587402343748;3.12;200.0;200.0
5;5;topic;665;770;710;790;780.0;2.0;1;[np.float64(2477.0), np.float64(2490.0)];[np.float64(0.0), np.float64(0.0)];567.0;400.0;2;2.9665;3.2641;0.0;3.12;283.5;400.0
6;6;of;718;770;735;786;778.0;2.0;1;[np.float64(2488.0)];[np.float64(0.0)];233.0;233.0;1;2.9782;3.2393;27.704125976562523;3.11;233.0;233.0
7;7;the;742;770;771;786;778.0;0.0;1;[np.float64(2478.0)];[np.float64(0.0)];233.0;233.0;1;2.9579;3.2296;51.70412597656252;3.09;233.0;233.0
8;8;book;780;770;824;786;778.0;0.0;1;[np.float64(2479.0), np.float64(2489.0)];[np.float64(0.0), np.float64(0.0)];300.0;200.0;2;2.9463;3.2001;89.70412597656252;3.07;150.0;200.0
9;9;mentioned;833;770;930;786;778.0;0.0;1;[np.float64(2480.0)];[np.float64(3.5279957822391452)];233.0;233.0;1;2.9452;3.1993;142.70412597656252;3.07;233.0;233.0
10;10;in;940;770;954;786;778.0;0.0;1;[];[];0.0;0.0;0;;;249.70412597656252;;;
11;11;the;962;770;991;786;778.0;0.0;1;[np.float64(2481.0)];[np.float64(7.155310785770439)];166.0;166.0;1;2.9564;3.1495;271.7041259765625;3.05;166.0;166.0
12;12;image?;1000;770;1067;790;780.0;2.0;1;[np.float64(2482.0)];[np.float64(4.02012878656376)];74.0;74.0;1;2.9745;3.137;309.7041259765625;3.06;74.0;907.0
