classified_movement,recording_timestamp,x,y,pupil_l,pupil_r,duration,ID,USER
fixation,50.10199999809265,0.6419522201313692,0.5277792075101067,3.643131929285386,3.554678524241728,284.0,1,Starttimelines
fixation,366.8140000104904,0.4664618160043444,0.43598050091947826,3.6905212402343754,3.608424595424107,117.0,2,Starttimelines
fixation,533.4689999818802,0.2305857092142105,0.27491040031115216,3.5540974934895835,3.580413818359375,150.0,3,Starttimelines
fixation,700.1000000238419,0.1978594129284223,0.22792143672704696,3.419256591796875,3.454669189453125,250.0,4,Starttimelines
fixation,966.7649999856949,0.24701254814863205,0.22804666242816232,3.34246826171875,3.354890303178267,183.0,5,Starttimelines
fixation,1166.7680000066757,0.26876114557186764,0.23511220452686152,3.413244883219401,3.434281667073568,200.0,6,Starttimelines
fixation,1416.7719999551773,0.20229057026536842,0.30236500580059855,3.5795569168893913,3.6494726883737663,317.0,7,Starttimelines
fixation,1750.0699999332428,0.24853244299689928,0.3081924306849639,3.655106862386068,3.714715321858724,200.0,8,Starttimelines
fixation,1983.375,0.29504920459455913,0.3160180805457963,3.6404215494791665,3.77907477484809,300.0,9,Starttimelines
fixation,2300.0329999923706,0.33322862593027264,0.31916339924702275,3.7310720590444713,3.8448885404146633,217.0,10,Starttimelines
fixation,2533.378000020981,0.37753083489157935,0.32116440480405634,3.7291121049360796,3.8027995716441763,183.0,11,Starttimelines
fixation,2733.3919999599457,0.41502191968586133,0.3160562094139016,3.7074518618376358,3.777012700619905,383.0,12,Starttimelines
fixation,3133.430999994278,0.44697285375811835,0.31560971113768493,3.640687422318892,3.738698785955256,183.0,13,Starttimelines
fixation,3333.429999947548,0.49464031939323133,0.3177214883841001,3.633056640625,3.71112060546875,216.0,14,Starttimelines
fixation,3583.430999994278,0.3490055811901887,0.3093126378953457,3.6274871826171875,3.7681427001953125,200.0,15,Starttimelines
fixation,3816.764999985695,0.28006351821952397,0.30172111259566414,3.6372884114583335,3.7638312445746527,150.0,16,Starttimelines
fixation,3983.429999947548,0.20324226468801498,0.2967422744259238,3.6091508865356445,3.6946182250976562,266.0,17,Starttimelines
fixation,4266.761999964714,0.2266631916165352,0.2956578522920609,3.53148193359375,3.60137939453125,83.0,18,Starttimelines
fixation,4383.424999952316,0.31210872743810925,0.3012543661253793,3.4555489676339284,3.5302832467215404,233.0,19,Starttimelines
fixation,4633.421999931335,0.3813351884484291,0.3046867772936821,3.4533447265625,3.4994277954101562,166.0,20,Starttimelines
