classified_movement,recording_timestamp,x,y,pupil_l,pupil_r,duration,ID,USER
fixation,0.0,0.32782236238320667,0.5248024264971415,2.6693204243977866,2.822021484375,383.0,1,Starttimelines
fixation,433.35700000077486,0.3435632139444351,0.41523681581020355,2.7099037170410156,2.8874893188476562,134.0,2,Starttimelines
fixation,633.3729999959469,0.2740342654287815,0.27628131955862045,2.6712989807128906,2.8921241760253906,134.0,3,Starttimelines
fixation,800.0129999965429,0.2309201881289482,0.20816520042717457,2.6005935668945312,2.8050537109375,133.0,4,Starttimelines
fixation,966.7100000008941,0.187019082903862,0.2104605719447136,2.5402984619140625,2.7404937744140625,166.0,5,Starttimelines
fixation,1166.7280000001192,0.22129440493881702,0.2110950704663992,2.5350303649902344,2.736297607421875,133.0,6,Starttimelines
fixation,1333.4089999943972,0.2763395428657532,0.2191524848341942,2.57974853515625,2.7744140625,167.0,7,Starttimelines
fixation,1566.752999998629,0.5184783807822636,0.4060507821185248,2.6922716413225447,2.8496246337890625,233.0,8,Starttimelines
fixation,1833.3979999944568,0.5311395611081805,0.287444355232375,2.6826629638671875,2.787482125418527,234.0,9,Starttimelines
fixation,2133.3989999964833,0.2002230923284184,0.28448336910117755,2.539998834783381,2.673829512162642,367.0,10,Starttimelines
fixation,2533.415999993682,0.24988930113613605,0.2865708917379379,2.5004920959472656,2.6349029541015625,134.0,11,Starttimelines
fixation,2700.0899999961257,0.3448025196790695,0.27925861477851865,2.5329986572265626,2.6548614501953125,167.0,12,Starttimelines
fixation,2900.103999994695,0.537578889301845,0.28837679539408,2.5956028529575894,2.651918683733259,233.0,13,Starttimelines
fixation,3166.782999999821,0.6105100698769093,0.2862071245908737,2.5574493408203125,2.635608673095703,266.0,14,Starttimelines
fixation,3466.7859999984503,0.5788537859916687,0.28857874125242233,2.5265636444091797,2.6141109466552734,266.0,15,Starttimelines
fixation,3766.798999994993,0.6441750095950233,0.292087091339959,2.517488267686632,2.581873575846354,300.0,16,Starttimelines
fixation,4100.143999993801,0.7219833518777575,0.2866767304284232,2.510737827845982,2.5690198625837053,233.0,17,Starttimelines
fixation,4366.821999996901,0.7660551428794861,0.28086479306221007,2.5306640625,2.5723144531249997,166.0,18,Starttimelines
fixation,4566.831999994814,0.7013506889343262,0.2842144306216921,2.531494140625,2.642327444893973,233.0,19,Starttimelines
fixation,4833.508999995887,0.7650735020637512,0.2839462965726852,2.5413299560546876,2.6072998046875,167.0,20,Starttimelines
fixation,5066.857999995351,0.19451853804863417,0.32295956176060897,2.456080510066106,2.604766845703125,433.0,21,Starttimelines
fixation,5533.548000000417,0.2608578324317932,0.3138485819101334,2.4063934326171874,2.5414794921875,167.0,22,Starttimelines
fixation,6100.234999999404,0.3377741426229477,0.32665780931711197,2.4506861368815103,2.5745697021484375,192.0,23,Starttimelines
fixation,6333.575999997556,0.3981148646428035,0.32247424813417286,2.441888662484976,2.5453397310697117,434.0,24,Starttimelines
fixation,6800.267999999225,0.4569409613807996,0.3232636960844199,2.534043629964193,2.6565450032552085,400.0,25,Starttimelines
fixation,7233.614999994636,0.5256048805183835,0.32265587482187486,2.5526190863715277,2.673856947157118,300.0,26,Starttimelines
fixation,7566.9589999988675,0.6072350367903709,0.3198985382914543,2.529369354248047,2.6394519805908203,266.0,27,Starttimelines
fixation,7866.967999994755,0.6461920348497537,0.32359154293170345,2.5260596642127404,2.643537081204928,433.0,28,Starttimelines
fixation,8400.315999999642,0.19299918847779432,0.40488433713714284,2.442132314046224,2.6023546854654946,400.0,29,Starttimelines
fixation,8833.656999997795,0.23802932351827621,0.38740570843219757,2.3981056213378906,2.5434226989746094,134.0,30,Starttimelines
fixation,9000.328999996185,0.27528292685747147,0.3935091917713483,2.4440714518229165,2.567499796549479,200.0,31,Starttimelines
fixation,9233.66399999708,0.3242651011262621,0.3938881414277213,2.4789603097098216,2.592250279017857,234.0,32,Starttimelines
fixation,9500.336999997497,0.393345158547163,0.39289604127407074,2.5001068115234375,2.6125335693359375,142.0,33,Starttimelines
fixation,10033.681999996305,0.48740800842642784,0.39746010303497314,2.575712203979492,2.677206039428711,266.0,34,Starttimelines
fixation,10367.026000000536,0.5766324736177921,0.4007730297744274,2.5419158935546875,2.611753463745117,267.0,35,Starttimelines
fixation,10667.023999996483,0.5415074229240417,0.4048951044678688,2.5229263305664062,2.6215031941731772,200.0,36,Starttimelines
fixation,10900.370999999344,0.591250367462635,0.4019295498728752,2.5308780670166016,2.62432861328125,267.0,37,Starttimelines
fixation,11200.37799999863,0.6593962770241958,0.3972312636100329,2.517687284029447,2.609521719125601,434.0,38,Starttimelines
fixation,11667.061999998987,0.7297171155611674,0.4037993980778588,2.499660915798611,2.606697930230035,300.0,39,Starttimelines
fixation,12000.405999995768,0.7793677069924094,0.40383719178763305,2.4997308904474433,2.590451327237216,367.0,40,Starttimelines
fixation,12400.418999999762,0.8161114354928335,0.39581624666849774,2.530848185221354,2.5666351318359375,100.0,41,Starttimelines
fixation,12600.43599999696,0.23894613608717918,0.41439711675047874,2.5031585693359375,2.634521484375,134.0,42,Starttimelines
fixation,12767.107000000775,0.1788869398561391,0.42181642895395105,2.456899469549006,2.5698741566051138,367.0,43,Starttimelines
fixation,13167.116999998689,0.19990013250046307,0.49557434850268894,2.5174696180555554,2.585250006781684,600.0,44,Starttimelines
fixation,13800.471000000834,0.26250115036964417,0.5019951065381368,2.542572021484375,2.608189900716146,108.0,45,Starttimelines
fixation,14200.476999998093,0.2744824793189764,0.49755975790321827,2.5886459350585938,2.6862449645996094,259.0,46,Starttimelines
