;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
2157;2160;410.77396046031606;746.66978671334;367.0;2.7467290704900567;3.197296142578125;;;
2158;2161;504.34993089948375;760.7942852292742;233.0;2.7400120326450894;3.2333853585379466;the;1.0;9.205714770725763
2159;2162;632.9766017368861;755.7776592799595;234.0;2.675105503627232;3.161043439592634;appearance;3.0;18.222340720040506
2160;2163;768.099869948167;755.9478697409996;434.0;2.634271474984976;3.077879685621995;atmosphere;5.0;14.052130259000364
2161;2164;922.2321014404297;753.7815041542053;200.0;2.635828653971354;3.028182983398437;the;7.0;16.218495845794678
2162;2165;1007.9751815795898;751.281144618988;200.0;2.6501642862955728;3.015731811523437;bedroom;8.0;18.718855381011963
2163;2166;1113.2537307739258;756.4189095497131;200.0;2.679316202799479;3.0192947387695312;image.;11.0;13.581090450286865
2164;2167;1050.9449615478516;744.592161655426;133.0;2.668407440185547;2.9825210571289062;the;10.0;25.407838344573975
2165;2168;921.3702392578125;747.6824798583984;300.0;2.6271175808376737;2.9532894558376737;the;7.0;22.317520141601562
2169;2172;685.2837409973143;734.9601817131042;66.0;2.569297790527344;2.9897232055664062;appearance;3.0;39.03981828689575
2170;2173;468.78261239188055;751.391719681876;233.0;2.640411376953125;3.074489048549107;Describe;0.0;18.608280318124002
2171;2174;547.6229782104491;749.6377933502197;166.0;2.6282073974609377;3.1074798583984373;overall;2.0;20.36220664978032
2172;2175;646.8004323785954;751.5013818740845;366.0;2.5898076837713067;3.0477489124644888;appearance;3.0;22.498618125915527
2173;2176;751.366153717041;738.655909538269;200.0;2.584826151529948;3.020105997721354;atmosphere;5.0;31.344090461730957
2174;2177;814.8053009033202;737.7674297332763;167.0;2.586285400390625;3.012542724609375;atmosphere;5.0;32.232570266723656
2175;2178;957.3046142578124;742.0103582382202;167.0;2.618478393554688;2.99544677734375;bedroom;8.0;27.989641761779808
2176;2179;1046.6217727661133;731.3384656906128;67.0;2.630615234375;2.9821853637695312;the;10.0;38.66153430938721
