;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
2607;2610;546.8979663848877;769.5101065635681;125.0;2.873985290527344;3.1454811096191406;;;
2608;2611;677.1392517089844;776.4861845970154;200.0;2.8183263142903647;3.178400675455729;prominent;3.0;3.860748291015625
2609;2612;807.6868089948382;758.7332635607038;233.0;2.810522896902902;3.186612810407366;objects;4.0;11.26673643929621
2610;2613;913.4549446105957;760.1801068782806;133.0;2.794849395751953;3.1769752502441406;the;6.0;10.783173577637843
2611;2614;680.2291603088379;763.1009359359741;133.0;2.7444000244140625;3.1451644897460938;prominent;3.0;6.94199386264524
2612;2615;613.8446617126464;765.5432224273682;200.0;2.753657023111979;3.1506678263346357;are;1.0;8.456777572631836
2613;2616;568.9381866455078;771.5051937103271;100.0;2.762334187825521;3.1496734619140625;What;0.0;0.0
2614;2617;712.5458106994629;760.4538316726685;200.0;2.7208658854166665;3.149091084798177;prominent;3.0;9.546168327331543
2615;2618;792.2928886413574;760.7907042503357;200.0;2.7213033040364585;3.1415074666341147;objects;4.0;9.209295749664307
2616;2619;894.1269927978515;764.5879526138306;166.0;2.690753173828125;3.1083984375;the;6.0;5.412047386169434
2617;2620;950.1686553955078;751.9048590660095;133.0;2.687602996826172;3.0682449340820312;image?;7.0;18.09514093399048
