;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
4166;4169;544.1381230441006;795.4891656225378;166.0;2.6826416015625;3.093157958984375;;;
4167;4170;655.2100056734952;811.5039670293982;166.0;2.7050872802734376;3.1171966552734376;the;3.0;25.516199271688915
4168;4171;749.9332875338467;813.3446988409216;200.0;2.751233418782552;3.1755905151367188;predominant;4.0;23.344698840921637
4169;4172;887.268030686812;818.0059497356415;367.0;2.7232208251953125;3.1368477561257104;airplane;5.0;28.00594973564148
4170;4173;988.8337658968838;816.1082367246802;133.0;2.6515846252441406;3.03750228881836;display?;7.0;26.108236724680182
4175;4178;625.300722989169;762.1248771494086;134.0;2.5956802368164062;3.068424224853516;color;1.0;7.875122850591424
4176;4179;568.2536122408779;792.7663569753821;167.0;2.599896240234375;3.099615478515625;What;0.0;6.766356975382109
4177;4180;663.0243519869717;791.0167807882483;134.0;2.6578826904296875;3.114730834960937;the;3.0;5.0167807882482975
4178;4181;791.1030530062588;791.5250529592688;200.0;2.654541015625;3.1094868977864585;predominant;4.0;1.5250529592688054
4179;4182;916.4322590914638;800.1523984258826;167.0;2.6718780517578127;3.076824951171875;on;6.0;14.152398425882552
