;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;473;770;522;786;778.0;;1;[];[];0.0;0.0;0;;;535.4459327389309;;;
1;1;is;531;770;544;786;778.0;0.0;1;[];[];0.0;0.0;0;;;513.5047768663659;;;
2;2;the;552;770;580;786;778.0;0.0;1;[];[];0.0;0.0;0;;;477.6127450058983;;;
3;3;full;588;770;615;786;778.0;0.0;1;[np.float64(4275.0)];[np.float64(38.743946050168496)];134.0;134.0;1;2.6506;2.5745;442.73452267247114;2.61;134.0;134.0
4;4;name;624;774;675;786;780.0;2.0;1;[];[];0.0;0.0;0;;;383.41591418793206;;;
5;5;of;683;770;701;786;778.0;2.0;1;[];[];0.0;0.0;0;;;357.1349654830618;;;
6;6;the;708;770;736;786;778.0;0.0;1;[np.float64(4276.0)];[np.float64(38.95545998741602)];167.0;167.0;1;2.6575;2.6404;322.35897217936935;2.65;167.0;167.0
7;7;institute;745;770;818;786;778.0;0.0;1;[np.float64(4277.0)];[np.float64(43.407928178290376)];233.0;233.0;1;2.6528;2.6369;241.13774722125194;2.64;233.0;233.0
8;8;mentioned;827;770;925;786;778.0;0.0;1;[np.float64(4278.0)];[np.float64(44.93177222182091)];400.0;400.0;1;2.6372;2.6961;136.5609503623868;2.67;400.0;400.0
9;9;in;934;770;948;786;778.0;0.0;1;[];[];0.0;0.0;0;;;114.66715787588093;;;
10;10;the;956;770;985;786;778.0;0.0;1;[];[];0.0;0.0;0;;;80.74769579602128;;;
11;11;image?;994;770;1062;790;780.0;2.0;1;[np.float64(4279.0)];[np.float64(38.326059257282964)];67.0;67.0;1;2.5649;2.6761;38.326059257282964;2.62;67.0;67.0
