;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;568;770;617;786;778.0;;1;[];[];0.0;0.0;0;;;264.87935220778576;;;
1;1;is;625;770;638;786;778.0;0.0;1;[];[];0.0;0.0;0;;;243.8900580865787;;;
2;2;the;646;770;675;786;778.0;0.0;1;[];[];0.0;0.0;0;;;206.9142069484164;;;
3;3;size;683;770;719;786;778.0;0.0;1;[np.float64(1318.0)];[np.float64(2.0794248580932617)];267.0;267.0;1;2.686;2.4465;162.957194921025;2.57;267.0;267.0
4;4;of;727;770;745;786;778.0;0.0;1;[];[];0.0;0.0;0;;;136.99557071411863;;;
5;5;the;752;770;780;786;778.0;0.0;1;[np.float64(1319.0)];[np.float64(0.0)];233.0;233.0;1;2.698;2.6459;102.07808322252417;2.67;233.0;233.0
6;6;bowl;789;770;831;786;778.0;0.0;1;[np.float64(1316.0)];[np.float64(17.612977027893066)];200.0;200.0;1;2.5024;2.3022;51.39964153222201;2.4;200.0;200.0
7;7;in;840;770;854;786;778.0;0.0;1;[np.float64(1320.0)];[np.float64(0.9919052805219053)];233.0;233.0;1;2.6682;2.625;28.916989497858808;2.65;233.0;233.0
8;8;the;862;770;891;786;778.0;0.0;1;[np.float64(1322.0)];[np.float64(8.114875793457031)];200.0;200.0;1;2.6571;2.6467;8.114875793457031;2.65;200.0;200.0
9;9;image?;900;770;967;790;780.0;2.0;2;[np.float64(1317.0), np.float64(1321.0)];[np.float64(4.917009949684143), np.float64(3.0415980339050748)];434.0;267.0;2;2.5812;2.591;19.968238419449666;2.59;217.0;1367.0
