;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;420;770;469;786;778.0;;1;[];[];0.0;0.0;0;;;630.9621076606393;;;
1;1;could;477;770;526;786;778.0;0.0;1;[];[];0.0;0.0;0;;;574.0052425096385;;;
2;2;be;535;770;556;786;778.0;0.0;1;[np.float64(3598.0)];[np.float64(17.795224977682395)];133.0;133.0;1;3.5111;3.3161;544.0315742284564;3.41;133.0;133.0
3;3;a;565;774;575;786;780.0;2.0;1;[];[];0.0;0.0;0;;;525.2433390481639;;;
4;4;reason;584;774;646;786;780.0;0.0;1;[np.float64(3599.0)];[np.float64(23.239315825350104)];266.0;266.0;1;3.4057;3.2589;454.3551754882564;3.33;266.0;266.0
5;5;the;655;770;684;786;778.0;2.0;1;[];[];0.0;0.0;0;;;416.18655812145715;;;
6;6;people;693;770;755;790;780.0;2.0;1;[np.float64(3600.0)];[np.float64(21.34922512138587)];266.0;266.0;1;3.4113;3.2819;345.3220401878294;3.35;266.0;266.0
7;7;in;764;770;778;786;778.0;2.0;1;[];[];0.0;0.0;0;;;322.3787139245935;;;
8;8;the;786;770;815;786;778.0;0.0;1;[np.float64(3601.0)];[np.float64(24.373501290828262)];266.0;266.0;1;3.3882;3.26;285.48902272657;3.32;266.0;266.0
9;9;image;824;770;880;790;780.0;2.0;1;[np.float64(3602.0)];[np.float64(25.711408743835282)];100.0;100.0;1;3.3931;3.2522;220.77222495160726;3.32;100.0;100.0
10;10;are;888;774;917;786;780.0;0.0;1;[];[];0.0;0.0;0;;;184.57407175554542;;;
11;11;playing;926;770;991;790;780.0;0.0;1;[np.float64(3603.0)];[np.float64(25.47714443767768)];300.0;300.0;1;3.4329;3.2873;111.02349313174355;3.36;300.0;300.0
12;12;Wii;1000;770;1027;786;778.0;2.0;1;[];[];0.0;0.0;0;;;76.21166854167805;;;
13;13;at;1036;771;1053;786;778.5;0.5;1;[np.float64(3604.0)];[np.float64(24.543026711760376)];234.0;234.0;1;3.5003;3.3415;52.54133747965786;3.42;234.0;234.0
14;14;work?;1060;770;1115;786;778.0;0.5;1;[np.float64(3605.0)];[np.float64(23.408218580133735)];75.0;75.0;1;3.4956;3.3523;23.408218580133735;3.42;75.0;75.0
