;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;Why;500;770;541;790;780.0;;1;[];[];0.0;0.0;0;;;459.4612460667843;;;
1;1;is;549;770;562;786;778.0;2.0;1;[];[];0.0;0.0;0;;;438.51922057700597;;;
2;2;the;570;770;599;786;778.0;0.0;1;[np.float64(2011.0)];[np.float64(27.927059173583984)];200.0;200.0;1;3.1628;3.0252;401.6360968243931;3.09;200.0;200.0
3;3;quote;607;771;660;790;780.5;2.5;1;[np.float64(2012.0)];[np.float64(30.500176906585693)];100.0;100.0;1;3.1379;3.0017;340.98332610518446;3.07;100.0;100.0
4;4;"""Little";668;770;720;786;778.0;2.5;1;[np.float64(2013.0)];[np.float64(37.61443531513214)];267.0;267.0;1;3.1487;3.0132;281.23279048164426;3.08;267.0;267.0
5;5;things;728;770;785;790;780.0;2.0;1;[np.float64(2014.0)];[np.float64(33.66720104217529)];134.0;134.0;1;3.1852;3.0551;216.82778912443652;3.12;134.0;134.0
6;6;can;793;774;825;786;780.0;0.0;1;[];[];0.0;0.0;0;;;178.20459441760158;;;
7;7;grow;834;774;879;790;782.0;2.0;1;[np.float64(2015.0)];[np.float64(38.48381430542144)];75.0;75.0;1;3.1727;3.0535;125.91187706873235;3.11;75.0;75.0
8;8;"big""";887;770;921;790;780.0;2.0;1;[];[];0.0;0.0;0;;;85.0534949609991;;;
9;9;significant?;930;770;1035;790;780.0;0.0;1;[np.float64(2016.0), np.float64(2023.0), np.float64(2024.0)];[np.float64(27.33240556716919), np.float64(72.48683356617629), np.float64(33.330517292022705)];600.0;300.0;3;3.1904;3.0351;33.330517292022705;3.11;200.0;600.0
