;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;Describe;391;770;472;786;778.0;;1;[np.float64(4498.0), np.float64(4499.0)];[np.float64(3.999020576477051), np.float64(0.0)];334.0;167.0;2;3.381;3.2829;407.51343688964835;3.33;167.0;334.0
1;1;the;480;770;509;786;778.0;0.0;1;[np.float64(4473.0)];[np.float64(2.913476347923279)];267.0;267.0;1;3.4874;3.4699;370.51343688964835;3.48;267.0;267.0
2;2;overall;518;770;579;786;778.0;0.0;1;[np.float64(4474.0), np.float64(4500.0)];[np.float64(4.034159524100119), np.float64(0.0)];500.0;233.0;2;3.2669;3.2355;300.51343688964835;3.25;250.0;233.0
3;3;appearance;587;774;699;790;782.0;4.0;1;[np.float64(4475.0), np.float64(4503.0)];[np.float64(8.02250862121582), np.float64(5.0965112686157)];367.0;200.0;2;3.2895;3.2943;180.51742274529775;3.29;183.5;200.0
4;4;and;707;770;741;786;778.0;4.0;1;[np.float64(4476.0), np.float64(4501.0)];[np.float64(4.586292461039422), np.float64(2.6657531738280795)];534.0;367.0;2;3.2522;3.2945;138.51343688964835;3.27;267.0;367.0
5;5;atmosphere;750;770;861;790;780.0;2.0;1;[np.float64(4502.0)];[np.float64(2.08697509765625)];267.0;267.0;1;3.1625;3.1979;18.513436889648347;3.18;267.0;434.0
6;6;of;870;770;887;786;778.0;2.0;1;[np.float64(4477.0), np.float64(4504.0)];[np.float64(4.455356597900391), np.float64(0.0)];733.0;400.0;2;3.2498;3.2863;0.0;3.27;366.5;400.0
7;7;the;894;770;923;786;778.0;0.0;1;[];[];0.0;0.0;0;;;14.486563110351653;;;
8;8;bedroom;932;770;1014;786;778.0;0.0;1;[np.float64(4478.0)];[np.float64(5.273458205700984)];266.0;266.0;1;3.3384;3.3722;52.48656311035165;3.36;266.0;266.0
9;9;in;1023;770;1037;786;778.0;0.0;1;[np.float64(4479.0)];[np.float64(0.9675614493233979)];233.0;233.0;1;3.3756;3.4026;143.48656311035165;3.39;233.0;1768.0
10;10;the;1045;770;1074;786;778.0;0.0;1;[];[];0.0;0.0;0;;;165.48656311035165;;;
11;11;image.;1083;770;1144;790;780.0;2.0;1;[];[];0.0;0.0;0;;;203.48656311035165;;;
