;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
638;639;383.48622027310444;329.74334803494537;92.0;3.2009684244791665;3.257207234700521;;;
639;640;348.39694709282406;309.40766448479195;234.0;3.2608250209263394;3.291802542550223;purpose;1.0;29.40766448479195
640;641;470.64063845547753;308.92930308255285;167.0;3.1784332275390623;3.2038543701171878;Om;4.0;32.92930308255285
641;642;605.0806401339444;305.98945952328774;167.0;3.2096923828125;3.223681640625;in;6.0;30.147272283471718
642;643;675.3544568148526;302.92535630139434;200.0;3.311925252278646;3.303428649902344;image;8.0;22.925356301394345
643;644;778.638481053439;303.06281629475683;266.0;3.465269088745117;3.4610958099365234;promote;11.0;23.06281629475683
644;645;883.1964038502086;295.2065186067061;366.0;3.4946025501598013;3.5003925670276987;positive;12.0;15.206518606706084
645;646;719.6436070528897;300.771197423068;166.0;3.511846923828125;3.4952972412109373;is;9.0;24.771197423067974
646;647;767.7581929293545;307.56825581463903;300.0;3.5206163194444446;3.535244411892361;promote;11.0;27.56825581463903
647;648;905.1739701357754;299.48928025635803;267.0;3.446084976196289;3.447896957397461;positive;12.0;19.48928025635803
648;649;976.153391751376;296.0574855533513;267.0;3.34614372253418;3.412233352661133;transformation;13.0;20.057485553351285
649;650;1130.860743980903;287.5405021209221;233.0;3.319832938058036;3.397465297154018;meditation.;15.0;11.540502120922099
650;651;1096.5248784151945;285.766763123599;200.0;3.3423055013020835;3.402374267578125;and;14.0;9.766763123598992
651;652;1211.7856740084562;278.2868267622861;133.0;3.2994308471679688;3.3713340759277344;meditation.;15.0;2.2868267622861254
652;653;1277.5275029269133;273.47855511578643;100.0;3.306218465169271;3.384831746419271;The;16.0;15.527502926913257
653;654;384.6848305788906;361.7689215269956;133.0;3.4076080322265625;3.383159637451172;people;19.0;0.0
654;655;323.260678204623;375.56890836629;200.0;3.311955769856771;3.333699544270833;of;18.0;17.568908366289975
655;656;385.48134652051056;378.6949934688481;266.0;3.349822998046875;3.348419189453125;people;19.0;16.69499346884811
656;657;462.1731773145271;375.99682656201446;300.0;3.4445970323350696;3.421971638997396;sitting;21.0;13.996826562014462
657;658;533.3272131272962;381.3793761046616;433.0;3.5277639535757213;3.560924823467548;circle,;24.0;21.389959438967125
658;659;634.149443539706;383.0297870961102;266.0;3.491058349609375;3.5190563201904297;focusing;25.0;21.029787096110226
659;660;734.1876057711513;373.5256229964169;200.0;3.4222132364908853;3.4171168009440103;the;27.0;15.525622996416928
660;661;701.275332364169;369.229696187106;200.0;3.391571044921875;3.333318074544271;on;26.0;11.229696187106015
661;662;860.2165102772898;363.6985790203144;234.0;3.334503173828125;3.313720703125;which;29.0;5.698579020314412
662;663;927.2252619194261;373.71428528699005;300.0;3.299153645833333;3.3127560085720487;deep;32.0;11.714285286990048
663;664;1040.2698979464444;365.5367295351895;334.0;3.2778900146484373;3.2777023315429688;mantra;33.0;7.536729535189522
664;665;1100.4493746571725;365.5485436389973;467.0;3.2298660278320312;3.2806494576590404;helps;35.0;3.5485436389972733
665;666;1169.5241612521086;357.6885971156034;100.0;3.166473388671875;3.231414794921875;them;36.0;0.0
666;667;1240.8413970253682;355.58437117663294;366.0;3.214828491210937;3.2627105712890625;connect;37.0;0.0
667;668;392.34459582242084;448.7800441828642;167.0;3.3736663818359376;3.3336090087890624;inner;40.0;8.780044182864174
668;669;349.1476697054776;454.0761718836698;167.0;3.3069976806640624;3.326983642578125;their;39.0;14.076171883669815
669;670;411.69349439216376;454.01486531170934;300.0;3.2855021158854165;3.3036041259765625;inner;40.0;14.014865311709343
670;671;486.94248400601464;451.49627648266886;166.0;3.2376861572265625;3.2507537841796874;selves;41.0;11.496276482668861
671;672;549.1275693720036;451.1529913382097;366.0;3.20330810546875;3.3026386607776987;achieve;43.0;11.152991338209688
672;673;608.3207348910245;448.22827902707195;200.0;3.217900594075521;3.287200927734375;achieve;43.0;8.228279027071949
673;674;670.0055825865113;451.6512761611443;700.0;3.2689070928664434;3.325467790876116;state;45.0;11.651276161144324
674;675;905.1901555148037;446.89124203595253;167.0;3.2427947998046878;3.313116455078125;practice;49.0;2.89124203595253
675;676;876.1304387179288;441.1633876887235;200.0;3.254094441731771;3.2968470255533853;This;48.0;1.1633876887235033
676;677;946.4483403292569;438.06490841778844;67.0;3.2210769653320312;3.2615890502929688;practice;49.0;0.0
677;678;1014.0494080085259;431.0772616336872;234.0;3.274499075753348;3.2159205845424106;can;50.0;3.0494080085259156
678;679;913.7226323214444;440.75167718800634;133.0;3.2812576293945312;3.277576446533203;practice;49.0;0.0
679;680;1005.141600522128;429.8840550509367;200.0;3.2783966064453125;3.210095723470052;can;50.0;0.0
680;681;1108.259489926425;434.6816557970914;467.0;3.195552280970982;3.2158115931919644;personal;53.0;0.0
681;682;1231.2172154513273;432.5382403460416;133.0;3.133373260498047;3.2030029296875;growth,;54.0;0.0
682;683;379.92396822842676;537.653537425128;134.0;3.2714500427246094;3.240203857421875;and;56.0;15.653537425127979
683;684;342.2493657198818;523.4317131367598;267.0;3.29263687133789;3.27825927734375;relaxation,;55.0;0.0
684;685;451.2734273997219;522.8087078658018;267.0;3.258859634399414;3.2514686584472656;stress;57.0;0.8087078658018072
685;686;529.877943905917;517.6902612772856;200.0;3.2711079915364585;3.297200520833333;reduction.;58.0;0.0
686;687;649.5766606417568;505.46755581769077;167.0;3.244451904296875;3.2729248046875;image;60.0;0.5324441823092343
687;688;608.3245572176845;511.07183543118566;200.0;3.308868408203125;3.314252217610677;The;59.0;3.3245572176845144
688;689;678.4212193575771;505.754777916995;166.0;3.33828125;3.314166259765625;also;61.0;0.2452220830049896
689;690;764.5062027472953;507.3079568132178;233.0;3.3449009486607144;3.3089708600725447;suggests;62.0;0.0
690;691;715.2160767641934;502.0555104342374;134.0;3.328105926513672;3.295917510986328;also;61.0;3.9444895657625807
691;692;864.8322213932792;507.2636350718412;567.0;3.3601962818818936;3.3064602122587314;the;64.0;0.0
692;693;995.4925564852628;512.1642691222105;267.0;3.3095855712890625;3.2348861694335938;chanting;66.0;0.0
693;694;1059.5967969027433;505.5156212178144;267.0;3.291706085205078;3.2427806854248047;being;68.0;0.48437878218561536
