;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
5581;5582;502.1087223399769;781.7435674667358;367.0;3.0846668590198862;3.191866787997159;;;
5582;5583;582.2800500052315;769.4732907158988;467.0;2.953535897391183;3.0559561593191966;the;2.0;0.52670928410123
5583;5584;680.5564785003662;765.7067878246307;133.0;2.927257537841797;2.9820709228515625;topic;4.0;4.293212175369263
5584;5585;736.758960723877;772.1637597084045;200.0;2.9897918701171875;3.0075098673502603;the;6.0;0.0
5585;5586;779.8598556518555;775.2967429161072;200.0;3.0181859334309897;2.988080342610677;report;7.0;0.0
5586;5587;710.2798736572265;777.452426147461;167.0;2.9769256591796878;3.004571533203125;of;5.0;0.0
5587;5588;697.8522720336914;779.4852627345493;233.0;3.0190538678850447;3.0455191476004466;of;5.0;0.14772796630859375
5588;5589;804.053466796875;772.4407190322876;333.0;3.06484375;3.0272735595703124;report;7.0;0.0
5589;5590;948.9603538513184;773.6764118671417;133.0;3.121875762939453;3.052501678466797;the;10.0;3.0396461486816406
5590;5591;908.7209014892578;770.1792795181275;167.0;3.0971221923828125;3.0298614501953125;mentioned;8.0;0.0
