;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
3764;3765;566.1763916015625;770.358124923706;500.0;3.062132771809896;3.1047129313151043;;;
3765;3766;592.1426811218261;770.0949869155884;267.0;3.0601158142089844;3.140321731567383;What;0.0;0.0
3766;3767;635.1305036544799;766.4033521413803;267.0;3.101715087890625;3.2174434661865234;is;1.0;3.59664785861969
3767;3768;688.9678298950196;768.7963102340698;167.0;3.1327117919921874;3.2087982177734373;size;3.0;1.2036897659302213
3768;3769;721.8230575561524;772.7025678634643;167.0;3.1465423583984373;3.1999053955078125;size;3.0;2.8230575561524347
3769;3770;770.6326961517334;773.6986591815948;134.0;3.194766998291016;3.2186241149902344;the;5.0;0.0
3770;3771;830.109372919256;777.4683073217218;367.0;3.1172332763671875;3.1288285688920454;bowl;6.0;0.0
3779;3780;556.7022552490234;759.7782640457153;300.0;2.877410888671875;2.9753841824001737;What;0.0;15.235580802100534
3780;3781;642.4649047851561;769.793577003479;166.0;2.92816162109375;3.020159912109375;the;2.0;3.541116862164352
3781;3782;707.4655723571776;772.209146976471;200.0;3.0357081095377603;3.081097920735677;size;3.0;0.0
3782;3783;753.6312446594238;769.1428005695343;133.0;3.1461715698242188;3.144474029541016;the;5.0;0.8571994304656982
3783;3784;817.9711418151855;769.5055328607559;266.0;3.1115264892578125;3.062847137451172;bowl;6.0;0.4944671392440796
3791;3792;588.7517440795898;791.8791555404663;167.0;3.1107269287109376;3.189453125;What;0.0;5.879155540466286
3792;3793;865.8992462158203;773.4485893249512;100.0;3.147883097330729;3.117131551106771;the;8.0;0.0
