;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;568;770;617;786;778.0;;1;[np.float64(3766.0), np.float64(3780.0), np.float64(3792.0)];[np.float64(0.0), np.float64(15.235580802100534), np.float64(5.879155540466286)];734.0;267.0;3;3.1017;3.0161;248.8992462158203;3.06;244.6667;267.0
1;1;is;625;770;638;786;778.0;0.0;1;[np.float64(3767.0)];[np.float64(3.59664785861969)];267.0;267.0;1;3.2174;3.1017;227.8992462158203;3.16;267.0;267.0
2;2;the;646;770;675;786;778.0;0.0;1;[np.float64(3781.0)];[np.float64(3.541116862164352)];166.0;166.0;1;3.0202;2.9282;190.8992462158203;2.97;166.0;166.0
3;3;size;683;770;719;786;778.0;0.0;1;[np.float64(3768.0), np.float64(3769.0), np.float64(3782.0)];[np.float64(1.2036897659302213), np.float64(2.8230575561524347), np.float64(0.0)];534.0;167.0;3;3.1633;3.105;146.8992462158203;3.13;178.0;334.0
4;4;of;727;770;745;786;778.0;0.0;1;[];[];0.0;0.0;0;;;120.89924621582031;;;
5;5;the;752;770;780;786;778.0;0.0;1;[np.float64(3770.0), np.float64(3783.0)];[np.float64(0.0), np.float64(0.8571994304656982)];267.0;134.0;2;3.1815;3.1705;85.89924621582031;3.18;133.5;134.0
6;6;bowl;789;770;831;786;778.0;0.0;1;[np.float64(3771.0), np.float64(3784.0)];[np.float64(0.0), np.float64(0.4944671392440796)];633.0;367.0;2;3.0958;3.1144;34.89924621582031;3.11;316.5;1599.0
7;7;in;840;770;854;786;778.0;0.0;1;[];[];0.0;0.0;0;;;11.899246215820312;;;
8;8;the;862;770;891;786;778.0;0.0;1;[np.float64(3793.0)];[np.float64(0.0)];100.0;100.0;1;3.1171;3.1479;0.0;3.13;100.0;100.0
9;9;image?;900;770;967;790;780.0;2.0;2;[];[];0.0;0.0;0;;;34.10075378417969;;;
